"scode";"housenumber";"pavilion";"street_d_name";"street_s_name";"district_name";"post_index";"change_doc_date";"change_doc_state";"x";"y"
"1003";"21";"";"Чорновола В.,просп.";"В.Чорновола";"Галицький район";"79019";"";"";"24.02537670";"49.84743891"
"1003";"23";"";"Чорновола В.,просп.";"В.Чорновола";"Галицький район";"79019";"";"";"24.02539191";"49.84756031"
"1003";"25";"";"Чорновола В.,просп.";"В.Чорновола";"Галицький район";"79019";"";"";"24.02541501";"49.84773424"
"1003";"27";"";"Чорновола В.,просп.";"В.Чорновола";"Галицький район";"";"";"";"24.02552375";"49.84795772"
"1003";"31";"";"Чорновола В.,просп.";"В.Чорновола";"Галицький район";"79019";"";"";"24.02554110";"49.84863310"
"1003";"39";"";"Чорновола В.,просп.";"В.Чорновола";"Галицький район";"79019";"";"";"24.02527491";"49.84908371"
"1003";"41";"";"Чорновола В.,просп.";"В.Чорновола";"Шевченківський район";"";"";"";"24.02308623";"49.85333062"
"1003";"43";"";"Чорновола В.,просп.";"В.Чорновола";"Шевченківський район";"79019";"";"";"24.02280973";"49.85378414"
"1003";"43а";"";"Чорновола В.,просп.";"В.Чорновола";"Шевченківський район";"79019";"";"";"24.02214651";"49.85394421"
"1003";"45";"";"Чорновола В.,просп.";"В.Чорновола";"Шевченківський район";"79019";"";"";"24.02207332";"49.85499519"
"1003";"45а";"";"Чорновола В.,просп.";"В.Чорновола";"Шевченківський район";"79019";"";"";"24.02325320";"49.85296699"
"1003";"45г";"";"Чорновола В.,просп.";"В.Чорновола";"Шевченківський район";"";"2016-08-17";"488";"24.02226618";"49.85140040"
"1003";"47";"";"Чорновола В.,просп.";"В.Чорновола";"Шевченківський район";"";"";"";"24.02077217";"49.85557175"
"1003";"49";"";"Чорновола В.,просп.";"В.Чорновола";"Шевченківський район";"79019";"";"";"24.01995995";"49.85566610"
"1003";"49б";"";"Чорновола В.,просп.";"В.Чорновола";"Шевченківський район";"";"2016-05-25";"256";"24.02203576";"49.85375459"
"1003";"53";"";"Чорновола В.,просп.";"В.Чорновола";"Шевченківський район";"";"";"";"24.02006541";"49.85589389"
"1003";"55";"";"Чорновола В.,просп.";"В.Чорновола";"Шевченківський район";"79019";"";"";"24.01942125";"49.85549966"
"1003";"57";"";"Чорновола В.,просп.";"В.Чорновола";"Шевченківський район";"79019";"";"";"24.02118390";"49.85599456"
"1003";"57а";"";"Чорновола В.,просп.";"В.Чорновола";"Шевченківський район";"";"";"";"24.02116228";"49.85620721"
"1003";"59";"";"Чорновола В.,просп.";"В.Чорновола";"Шевченківський район";"79019";"";"";"24.02032201";"49.85738007"
"1003";"6";"";"Чорновола В.,просп.";"В.Чорновола";"Галицький район";"79019";"";"";"24.02525686";"49.85003614"
"1003";"61";"";"Чорновола В.,просп.";"В.Чорновола";"Шевченківський район";"79019";"";"";"24.01963563";"49.85780645"
"1003";"63";"";"Чорновола В.,просп.";"В.Чорновола";"Шевченківський район";"79019";"";"";"24.01977497";"49.85844463"
"1003";"63а";"";"Чорновола В.,просп.";"В.Чорновола";"Шевченківський район";"";"";"";"24.01945429";"49.85824262"
"1003";"65";"";"Чорновола В.,просп.";"В.Чорновола";"Шевченківський район";"79019";"";"";"24.01951012";"49.85902845"
"1003";"65а";"";"Чорновола В.,просп.";"В.Чорновола";"Шевченківський район";"";"2016-05-25";"256";"24.01852613";"49.85899040"
"1003";"67";"";"Чорновола В.,просп.";"В.Чорновола";"Шевченківський район";"79019";"";"";"24.01919980";"49.85961571"
"1003";"67а";"";"Чорновола В.,просп.";"В.Чорновола";"Шевченківський район";"79019";"";"";"24.01909046";"49.85993108"
"1003";"67б";"";"Чорновола В.,просп.";"В.Чорновола";"Шевченківський район";"79020";"";"";"24.01687313";"49.86126137"
"1003";"67в";"";"Чорновола В.,просп.";"В.Чорновола";"Шевченківський район";"79020";"";"";"24.01720076";"49.86071938"
"1003";"67г";"";"Чорновола В.,просп.";"В.Чорновола";"Шевченківський район";"79020";"";"";"24.01768850";"49.86155389"
"1003";"69";"";"Чорновола В.,просп.";"В.Чорновола";"Шевченківський район";"";"";"";"24.01900407";"49.86012117"
"1003";"7";"";"Чорновола В.,просп.";"В.Чорновола";"Галицький район";"";"";"";"24.02515020";"49.84585455"
"1003";"73";"";"Чорновола В.,просп.";"В.Чорновола";"Шевченківський район";"";"";"";"24.01701744";"49.86003421"
"1003";"75";"";"Чорновола В.,просп.";"В.Чорновола";"Шевченківський район";"";"";"";"24.01784937";"49.86067230"
"1003";"77";"";"Чорновола В.,просп.";"В.Чорновола";"Шевченківський район";"";"";"";"24.01742867";"49.86240691"
"1003";"7а";"";"Чорновола В.,просп.";"В.Чорновола";"Галицький район";"";"2014-12-31";"531";"24.02494464";"49.84542605"
"1003";"9";"";"Чорновола В.,просп.";"В.Чорновола";"Галицький район";"79019";"";"";"24.02536713";"49.84664931"
"1003";"93";"";"Чорновола В.,просп.";"В.Чорновола";"Шевченківський район";"79020";"";"";"24.01677618";"49.86337047"
"1003";"95";"";"Чорновола В.,просп.";"В.Чорновола";"Шевченківський район";"79020";"";"";"24.01693314";"49.86336894"
"1003";"99";"";"Чорновола В.,просп.";"В.Чорновола";"Шевченківський район";"79020";"";"";"24.01651277";"49.86433895"
"1004";"2";"";"700-річчя Львова пл.";"700-річчя Львова";"Галицький район";"";"";"";"24.02515828";"49.85055939"
"1005";"1";"";"Абхазька";"Абхазька";"Шевченківський район";"79037";"";"";"24.04145971";"49.88196336"
"1005";"10";"";"Абхазька";"Абхазька";"Шевченківський район";"";"";"";"24.04233377";"49.88189611"
"1005";"10а";"";"Абхазька";"Абхазька";"Шевченківський район";"";"";"";"24.04251208";"49.88189941"
"1005";"12";"";"Абхазька";"Абхазька";"Шевченківський район";"";"";"";"24.04308098";"49.88177888"
"1005";"1а";"";"Абхазька";"Абхазька";"Шевченківський район";"79037";"";"";"24.04117667";"49.88202374"
"1005";"2";"";"Абхазька";"Абхазька";"Шевченківський район";"";"";"";"24.04148360";"49.88179541"
"1005";"3";"";"Абхазька";"Абхазька";"Шевченківський район";"";"";"";"24.04161186";"49.88195922"
"1005";"4";"";"Абхазька";"Абхазька";"Шевченківський район";"79037";"";"";"24.04186232";"49.88188511"
"1005";"5";"";"Абхазька";"Абхазька";"Шевченківський район";"79037";"";"";"24.04172288";"49.88195588"
"1005";"6";"";"Абхазька";"Абхазька";"Шевченківський район";"79037";"";"";"24.04204621";"49.88184524"
"1005";"7";"";"Абхазька";"Абхазька";"Шевченківський район";"79037";"";"";"24.04264546";"49.88201643"
"1005";"8";"";"Абхазька";"Абхазька";"Шевченківський район";"";"";"";"24.04216485";"49.88187411"
"1005";"9";"";"Абхазька";"Абхазька";"Шевченківський район";"79037";"";"";"24.04282756";"49.88201884"
"1006";"1";"";"Авіаційна";"Авіаційна";"Залізничний район";"";"";"";"23.94125844";"49.82431046"
"1006";"12";"";"Авіаційна";"Авіаційна";"Залізничний район";"";"";"";"23.92852964";"49.81296390"
"1006";"13";"";"Авіаційна";"Авіаційна";"Залізничний район";"";"";"";"23.92831265";"49.81268358"
"1006";"14";"";"Авіаційна";"Авіаційна";"Залізничний район";"";"";"";"23.92889133";"49.81277860"
"1006";"15";"";"Авіаційна";"Авіаційна";"Залізничний район";"";"";"";"23.92867480";"49.81257344"
"1006";"16";"";"Авіаційна";"Авіаційна";"Залізничний район";"";"";"";"23.92923570";"49.81264667"
"1006";"17";"";"Авіаційна";"Авіаційна";"Залізничний район";"";"";"";"23.92904904";"49.81243578"
"1006";"18";"";"Авіаційна";"Авіаційна";"Залізничний район";"";"";"";"23.92926431";"49.81235577"
"1006";"19";"";"Авіаційна";"Авіаційна";"Залізничний район";"";"";"";"23.92863010";"49.81188239"
"1006";"2";"";"Авіаційна";"Авіаційна";"Залізничний район";"";"";"";"23.93516830";"49.82071631"
"1006";"22а";"";"Авіаційна";"Авіаційна";"Залізничний район";"";"";"";"23.92790797";"49.81312719"
"1006";"26";"";"Авіаційна";"Авіаційна";"Залізничний район";"";"";"";"23.92991520";"49.81293248"
"1006";"3";"";"Авіаційна";"Авіаційна";"Залізничний район";"";"";"";"23.93495773";"49.82013994"
"1006";"3а";"";"Авіаційна";"Авіаційна";"Залізничний район";"";"";"";"23.93538927";"49.82049174"
"1006";"3б";"";"Авіаційна";"Авіаційна";"Залізничний район";"";"";"";"23.93457429";"49.81975703"
"1006";"3в";"";"Авіаційна";"Авіаційна";"Залізничний район";"";"";"";"23.93435886";"49.81951411"
"1006";"41";"";"Авіаційна";"Авіаційна";"Залізничний район";"";"";"";"23.93165145";"49.82046996"
"1006";"42";"";"Авіаційна";"Авіаційна";"Залізничний район";"";"";"";"23.93194673";"49.82077794"
"1006";"5";"";"Авіаційна";"Авіаційна";"Залізничний район";"";"";"";"23.93308772";"49.81826361"
"1006";"6";"";"Авіаційна";"Авіаційна";"Залізничний район";"";"";"";"23.93291003";"49.82127334"
"1006";"7";"";"Авіаційна";"Авіаційна";"Залізничний район";"";"";"";"23.92934503";"49.81311897"
"1006";"7а";"";"Авіаційна";"Авіаційна";"Залізничний район";"";"";"";"23.93059398";"49.81431796"
"1008";"2";"";"Агабек Заде";"Агабек Заде";"Залізничний район";"79022";"";"";"23.96060747";"49.82679951"
"1008";"3";"";"Агабек Заде";"Агабек Заде";"Залізничний район";"79022";"";"";"23.96053715";"49.82665939"
"1008";"4";"";"Агабек Заде";"Агабек Заде";"Залізничний район";"79022";"";"";"23.96038393";"49.82681219"
"1008";"5";"";"Агабек Заде";"Агабек Заде";"Залізничний район";"79022";"";"";"23.96027539";"49.82669924"
"1009";"10";"";"Агрусова";"Агрусова";"Шевченківський район";"79069";"";"";"23.96020104";"49.86621585"
"1009";"10а";"";"Агрусова";"Агрусова";"Шевченківський район";"";"";"";"23.96023769";"49.86629641"
"1009";"3";"";"Агрусова";"Агрусова";"Шевченківський район";"79069";"";"";"23.95985609";"49.86597431"
"1009";"4";"";"Агрусова";"Агрусова";"Шевченківський район";"79069";"";"";"23.95974184";"49.86496653"
"1009";"5";"";"Агрусова";"Агрусова";"Шевченківський район";"79069";"";"";"23.96001030";"49.86648064"
"1009";"6";"";"Агрусова";"Агрусова";"Шевченківський район";"79069";"";"";"23.95990872";"49.86542250"
"1009";"8";"";"Агрусова";"Агрусова";"Шевченківський район";"79069";"";"";"23.95996979";"49.86574415"
"1010";"2";"";"Азовська";"Азовська";"Личаківський район";"79017";"";"";"24.05250370";"49.82733620"
"1010";"3";"";"Азовська";"Азовська";"Личаківський район";"79017";"";"";"24.05248799";"49.82768169"
"1010";"4";"";"Азовська";"Азовська";"Личаківський район";"79017";"";"";"24.05274878";"49.82744861"
"1010";"5";"";"Азовська";"Азовська";"Личаківський район";"";"";"";"24.05204980";"49.82793877"
"1010";"6";"";"Азовська";"Азовська";"Личаківський район";"79017";"";"";"24.05281379";"49.82758568"
"1010";"7";"";"Азовська";"Азовська";"Личаківський район";"79017";"";"";"24.05272384";"49.82783859"
"1010";"8";"";"Азовська";"Азовська";"Личаківський район";"79017";"";"";"24.05298301";"49.82777128"
"1011";"1";"";"Айвазовського І.";"І.Айвазовського";"Франківський район";"79053";"";"";"23.99923795";"49.81446965"
"1011";"10";"";"Айвазовського І.";"І.Айвазовського";"Франківський район";"79053";"";"";"23.99821364";"49.81422692"
"1011";"11";"";"Айвазовського І.";"І.Айвазовського";"Франківський район";"79053";"";"";"23.99838702";"49.81314567"
"1011";"11а";"";"Айвазовського І.";"І.Айвазовського";"Франківський район";"79053";"";"";"23.99951407";"49.81333490"
"1011";"11б";"";"Айвазовського І.";"І.Айвазовського";"Франківський район";"79053";"";"";"23.99959232";"49.81331677"
"1011";"12";"";"Айвазовського І.";"І.Айвазовського";"Франківський район";"79053";"";"";"23.99792989";"49.81354043"
"1011";"1б";"";"Айвазовського І.";"І.Айвазовського";"Франківський район";"";"";"";"23.99947043";"49.81432260"
"1011";"22";"";"Айвазовського І.";"І.Айвазовського";"Франківський район";"79053";"";"";"23.99760774";"49.81202443"
"1011";"3";"";"Айвазовського І.";"І.Айвазовського";"Франківський район";"79053";"";"";"23.99916074";"49.81428073"
"1011";"3а";"";"Айвазовського І.";"І.Айвазовського";"Франківський район";"79053";"2015-06-12";"261";"23.99987291";"49.81414491"
"1011";"3б";"";"Айвазовського І.";"І.Айвазовського";"Франківський район";"";"";"";"23.99910973";"49.81421390"
"1011";"3в";"";"Айвазовського І.";"І.Айвазовського";"Франківський район";"";"2015-06-12";"261";"23.99982710";"49.81414343"
"1011";"3г";"";"Айвазовського І.";"І.Айвазовського";"Франківський район";"";"";"";"23.99969383";"49.81367010"
"1011";"5";"";"Айвазовського І.";"І.Айвазовського";"Франківський район";"79053";"";"";"23.99897866";"49.81405840"
"1011";"5а";"";"Айвазовського І.";"І.Айвазовського";"Франківський район";"79053";"";"";"23.99964563";"49.81397910"
"1011";"5б";"";"Айвазовського І.";"І.Айвазовського";"Франківський район";"79053";"";"";"23.99895074";"49.81401256"
"1011";"5в";"";"Айвазовського І.";"І.Айвазовського";"Франківський район";"";"";"";"23.99934112";"49.81389655"
"1011";"7";"";"Айвазовського І.";"І.Айвазовського";"Франківський район";"79053";"";"";"23.99885617";"49.81383319"
"1011";"7а";"";"Айвазовського І.";"І.Айвазовського";"Франківський район";"79053";"";"";"23.99949083";"49.81375058"
"1011";"7б";"";"Айвазовського І.";"І.Айвазовського";"Франківський район";"";"";"";"23.99878498";"49.81372396"
"1011";"9";"";"Айвазовського І.";"І.Айвазовського";"Франківський район";"79053";"";"";"23.99862575";"49.81351059"
"1011";"9а";"";"Айвазовського І.";"І.Айвазовського";"Франківський район";"79053";"";"";"23.99937445";"49.81357824"
"1012";"10";"";"Єфремова С., акад.";"Академіка С.Єфремова";"Франківський район";"79013";"";"";"24.01055516";"49.83400366"
"1012";"11";"";"Єфремова С., акад.";"Академіка С.Єфремова";"Франківський район";"79013";"";"";"24.01064939";"49.83387840"
"1012";"13";"";"Єфремова С., акад.";"Академіка С.Єфремова";"Франківський район";"";"";"";"24.00979578";"49.83335370"
"1012";"17";"";"Єфремова С., акад.";"Академіка С.Єфремова";"Франківський район";"";"";"";"24.00911888";"49.83302380"
"1012";"19";"";"Єфремова С., акад.";"Академіка С.Єфремова";"Франківський район";"79013";"";"";"24.00915716";"49.83272811"
"1012";"21";"";"Єфремова С., акад.";"Академіка С.Єфремова";"Франківський район";"79013";"";"";"24.00861357";"49.83273979"
"1012";"22";"";"Єфремова С., акад.";"Академіка С.Єфремова";"Франківський район";"79013";"";"";"24.00852699";"49.83286422"
"1012";"23";"";"Єфремова С., акад.";"Академіка С.Єфремова";"Франківський район";"79013";"";"";"24.00840737";"49.83262919"
"1012";"24";"";"Єфремова С., акад.";"Академіка С.Єфремова";"Франківський район";"79013";"";"";"24.00836152";"49.83276838"
"1012";"25";"";"Єфремова С., акад.";"Академіка С.Єфремова";"Франківський район";"79013";"";"";"24.00828319";"49.83255224"
"1012";"26";"";"Єфремова С., акад.";"Академіка С.Єфремова";"Франківський район";"79013";"";"";"24.00811176";"49.83269162"
"1012";"27";"";"Єфремова С., акад.";"Академіка С.Єфремова";"Франківський район";"79013";"";"";"24.00809353";"49.83245585"
"1012";"28";"";"Єфремова С., акад.";"Академіка С.Єфремова";"Франківський район";"79013";"";"";"24.00786629";"49.83249045"
"1012";"29";"";"Єфремова С., акад.";"Академіка С.Єфремова";"Франківський район";"79013";"";"";"24.00790265";"49.83235408"
"1012";"30";"";"Єфремова С., акад.";"Академіка С.Єфремова";"Франківський район";"79013";"";"";"24.00762441";"49.83236087"
"1012";"31";"";"Єфремова С., акад.";"Академіка С.Єфремова";"Франківський район";"79013";"";"";"24.00777652";"49.83228481"
"1012";"32";"";"Єфремова С., акад.";"Академіка С.Єфремова";"Франківський район";"79013";"";"";"24.00738619";"49.83230218"
"1012";"32а";"";"Єфремова С., акад.";"Академіка С.Єфремова";"Франківський район";"";"";"";"24.00725281";"49.83215336"
"1012";"33";"";"Єфремова С., акад.";"Академіка С.Єфремова";"Франківський район";"79013";"";"";"24.00756977";"49.83216120"
"1012";"34";"";"Єфремова С., акад.";"Академіка С.Єфремова";"Франківський район";"79044";"";"";"24.00706225";"49.83204536"
"1012";"35";"";"Єфремова С., акад.";"Академіка С.Єфремова";"Франківський район";"79044";"";"";"24.00727424";"49.83199447"
"1012";"36";"";"Єфремова С., акад.";"Академіка С.Єфремова";"Франківський район";"79044";"";"";"24.00684905";"49.83192999"
"1012";"37";"";"Єфремова С., акад.";"Академіка С.Єфремова";"Франківський район";"79044";"";"";"24.00659061";"49.83154513"
"1012";"37а";"";"Єфремова С., акад.";"Академіка С.Єфремова";"Франківський район";"";"";"";"24.00643281";"49.83118825"
"1012";"38";"";"Єфремова С., акад.";"Академіка С.Єфремова";"Франківський район";"79044";"";"";"24.00664697";"49.83181874"
"1012";"4";"";"Єфремова С., акад.";"Академіка С.Єфремова";"Франківський район";"79013";"";"";"24.01109082";"49.83429847"
"1012";"40";"";"Єфремова С., акад.";"Академіка С.Єфремова";"Франківський район";"79044";"";"";"24.00624078";"49.83184148"
"1012";"42";"";"Єфремова С., акад.";"Академіка С.Єфремова";"Франківський район";"79044";"";"";"24.00625096";"49.83159112"
"1012";"44";"";"Єфремова С., акад.";"Академіка С.Єфремова";"Франківський район";"79044";"";"";"24.00605641";"49.83148909"
"1012";"46";"";"Єфремова С., акад.";"Академіка С.Єфремова";"Франківський район";"79044";"";"";"24.00586602";"49.83138293"
"1012";"47";"";"Єфремова С., акад.";"Академіка С.Єфремова";"Франківський район";"79044";"";"";"24.00598201";"49.83127691"
"1012";"48";"";"Єфремова С., акад.";"Академіка С.Єфремова";"Франківський район";"79044";"";"";"24.00566941";"49.83127184"
"1012";"49";"";"Єфремова С., акад.";"Академіка С.Єфремова";"Франківський район";"79044";"";"";"24.00575392";"49.83115861"
"1012";"50";"";"Єфремова С., акад.";"Академіка С.Єфремова";"Франківський район";"79044";"";"";"24.00528334";"49.83119099"
"1012";"50а";"";"Єфремова С., акад.";"Академіка С.Єфремова";"Франківський район";"";"2016-03-10";"92";"24.00536735";"49.83126868"
"1012";"51";"";"Єфремова С., акад.";"Академіка С.Єфремова";"Франківський район";"79044";"";"";"24.00556565";"49.83104874"
"1012";"51а";"";"Єфремова С., акад.";"Академіка С.Єфремова";"Франківський район";"79044";"";"";"24.00583174";"49.83088619"
"1012";"52";"";"Єфремова С., акад.";"Академіка С.Єфремова";"Франківський район";"79044";"";"";"24.00518682";"49.83113950"
"1012";"53";"";"Єфремова С., акад.";"Академіка С.Єфремова";"Франківський район";"79044";"";"";"24.00534790";"49.83073590"
"1012";"55";"";"Єфремова С., акад.";"Академіка С.Єфремова";"Франківський район";"";"";"";"24.00535329";"49.83054135"
"1012";"59";"";"Єфремова С., акад.";"Академіка С.Єфремова";"Франківський район";"79044";"";"";"24.00468159";"49.83055948"
"1012";"6";"";"Єфремова С., акад.";"Академіка С.Єфремова";"Франківський район";"79013";"";"";"24.01081545";"49.83414923"
"1012";"60";"";"Єфремова С., акад.";"Академіка С.Єфремова";"Франківський район";"";"";"";"24.00398213";"49.83024303"
"1012";"62";"";"Єфремова С., акад.";"Академіка С.Єфремова";"Франківський район";"";"";"";"24.00387514";"49.83016810"
"1012";"64";"";"Єфремова С., акад.";"Академіка С.Єфремова";"Франківський район";"";"";"";"24.00376174";"49.83007412"
"1012";"66";"";"Єфремова С., акад.";"Академіка С.Єфремова";"Франківський район";"";"";"";"24.00358079";"49.83000064"
"1012";"68";"";"Єфремова С., акад.";"Академіка С.Єфремова";"Франківський район";"";"";"";"24.00340980";"49.82988600"
"1012";"7";"";"Єфремова С., акад.";"Академіка С.Єфремова";"Франківський район";"79013";"";"";"24.01093941";"49.83404082"
"1012";"70";"";"Єфремова С., акад.";"Академіка С.Єфремова";"Франківський район";"";"";"";"24.00330410";"49.82976013"
"1012";"72";"";"Єфремова С., акад.";"Академіка С.Єфремова";"Франківський район";"";"";"";"24.00294648";"49.82955469"
"1012";"75";"";"Єфремова С., акад.";"Академіка С.Єфремова";"Франківський район";"";"";"";"24.00299358";"49.82928090"
"1012";"77";"";"Єфремова С., акад.";"Академіка С.Єфремова";"Франківський район";"";"";"";"24.00277142";"49.82912470"
"1012";"79";"";"Єфремова С., акад.";"Академіка С.Єфремова";"Франківський район";"79044";"";"";"24.00245731";"49.82878758"
"1012";"7а";"";"Єфремова С., акад.";"Академіка С.Єфремова";"Франківський район";"";"";"";"24.01117699";"49.83416874"
"1012";"8";"";"Єфремова С., акад.";"Академіка С.Єфремова";"Франківський район";"79013";"";"";"24.01070876";"49.83408735"
"1012";"80";"";"Єфремова С., акад.";"Академіка С.Єфремова";"Франківський район";"";"";"";"24.00241021";"49.82922417"
"1012";"81";"";"Єфремова С., акад.";"Академіка С.Єфремова";"Франківський район";"";"";"";"24.00211902";"49.82861635"
"1012";"82";"";"Єфремова С., акад.";"Академіка С.Єфремова";"Франківський район";"";"";"";"24.00210328";"49.82899516"
"1012";"83";"";"Єфремова С., акад.";"Академіка С.Єфремова";"Франківський район";"";"";"";"24.00200969";"49.82852030"
"1012";"84";"";"Єфремова С., акад.";"Академіка С.Єфремова";"Франківський район";"";"";"";"24.00185625";"49.82880977"
"1012";"85";"";"Єфремова С., акад.";"Академіка С.Єфремова";"Франківський район";"";"";"";"24.00185403";"49.82841252"
"1012";"86";"";"Єфремова С., акад.";"Академіка С.Єфремова";"Франківський район";"";"";"";"24.00164444";"49.82859999"
"1012";"86а";"";"Єфремова С., акад.";"Академіка С.Єфремова";"Франківський район";"";"";"";"24.00122398";"49.82842038"
"1012";"9";"";"Єфремова С., акад.";"Академіка С.Єфремова";"Франківський район";"79013";"";"";"24.01076052";"49.83394027"
"1013";"1";"";"Богомольця О., акад.";"Академіка О.Богомольця";"Личаківський район";"";"";"";"24.03522495";"49.83766247"
"1013";"10";"";"Богомольця О., акад.";"Академіка О.Богомольця";"Личаківський район";"79005";"";"";"24.03647842";"49.83712448"
"1013";"11";"";"Богомольця О., акад.";"Академіка О.Богомольця";"Личаківський район";"79005";"";"";"24.03619718";"49.83754437"
"1013";"11а";"";"Богомольця О., акад.";"Академіка О.Богомольця";"Личаківський район";"79005";"";"";"24.03612363";"49.83745179"
"1013";"15";"";"Богомольця О., акад.";"Академіка О.Богомольця";"Личаківський район";"79005";"";"";"24.03641367";"49.83727911"
"1013";"2";"";"Богомольця О., акад.";"Академіка О.Богомольця";"Личаківський район";"79005";"";"";"24.03534709";"49.83748923"
"1013";"3";"";"Богомольця О., акад.";"Академіка О.Богомольця";"Личаківський район";"79005";"";"";"24.03570331";"49.83751094"
"1013";"4";"";"Богомольця О., акад.";"Академіка О.Богомольця";"Личаківський район";"79005";"";"";"24.03577482";"49.83735358"
"1013";"5";"";"Богомольця О., акад.";"Академіка О.Богомольця";"Личаківський район";"79005";"";"";"24.03595745";"49.83763430"
"1013";"6";"";"Богомольця О., акад.";"Академіка О.Богомольця";"Личаківський район";"79005";"";"";"24.03599912";"49.83728146"
"1013";"7";"";"Богомольця О., акад.";"Академіка О.Богомольця";"Личаківський район";"79005";"";"";"24.03602705";"49.83771815"
"1013";"8";"";"Богомольця О., акад.";"Академіка О.Богомольця";"Личаківський район";"79005";"";"";"24.03625418";"49.83719629"
"1013";"9";"";"Богомольця О., акад.";"Академіка О.Богомольця";"Личаківський район";"79005";"";"";"24.03626095";"49.83762670"
"1013";"9а";"";"Богомольця О., акад.";"Академіка О.Богомольця";"Личаківський район";"";"";"";"24.03697236";"49.83735229"
"1014";"1";"";"Возняка М., акад.";"Академіка М.Возняка";"Шевченківський район";"79020";"";"";"24.01082063";"49.86626414"
"1014";"10";"";"Возняка М., акад.";"Академіка М.Возняка";"Шевченківський район";"79020";"";"";"24.01073652";"49.86650921"
"1014";"10а";"";"Возняка М., акад.";"Академіка М.Возняка";"Шевченківський район";"";"";"";"24.01062828";"49.86659533"
"1014";"10б";"";"Возняка М., акад.";"Академіка М.Возняка";"Шевченківський район";"";"";"";"24.01051226";"49.86659165"
"1014";"3";"";"Возняка М., акад.";"Академіка М.Возняка";"Шевченківський район";"79020";"";"";"24.01050996";"49.86645017"
"1015";"1";"";"Гнатюка В., акад.";"Академіка В.Гнатюка";"Галицький район";"79007";"";"";"24.02717295";"49.84122006"
"1015";"11";"";"Гнатюка В., акад.";"Академіка В.Гнатюка";"Галицький район";"";"";"";"24.02485577";"49.84160428"
"1015";"12";"";"Гнатюка В., акад.";"Академіка В.Гнатюка";"Галицький район";"79007";"";"";"24.02542417";"49.84161124"
"1015";"12а";"";"Гнатюка В., акад.";"Академіка В.Гнатюка";"Галицький район";"";"";"";"24.02485377";"49.84191545"
"1015";"13";"";"Гнатюка В., акад.";"Академіка В.Гнатюка";"Галицький район";"79007";"";"";"24.02440319";"49.84170751"
"1015";"14";"";"Гнатюка В., акад.";"Академіка В.Гнатюка";"Галицький район";"";"";"";"24.02523170";"49.84167460"
"1015";"15";"";"Гнатюка В., акад.";"Академіка В.Гнатюка";"Галицький район";"79007";"";"";"24.02418030";"49.84173800"
"1015";"16";"";"Гнатюка В., акад.";"Академіка В.Гнатюка";"Галицький район";"79007";"";"";"24.02445273";"49.84182015"
"1015";"17";"";"Гнатюка В., акад.";"Академіка В.Гнатюка";"Галицький район";"79007";"";"";"24.02358026";"49.84176211"
"1015";"17а";"";"Гнатюка В., акад.";"Академіка В.Гнатюка";"Галицький район";"";"";"";"24.02363481";"49.84158219"
